ciudad origen	pais origen	ciudad destino	pais destino
Manila	Philippines	Baunatal	Germany
Manila	Philippines	Berlin	Germany
Manila	Philippines	Bremen	Germany
Manila	Philippines	Bremerhaven	Germany
Manila	Philippines	Cologne	Germany
Manila	Philippines	Duisburg	Germany
Manila	Philippines	Frankfurt	Germany
Manila	Philippines	Hamburg	Germany
Manila	Philippines	Karlsruhe	Germany
Manila	Philippines	Kornwestheim	Germany
Manila	Philippines	Leipzig	Germany
Manila	Philippines	Ludwigshafen	Germany
Manila	Philippines	Mannheim	Germany
Manila	Philippines	Munich	Germany
Manila	Philippines	Neuss	Germany
Manila	Philippines	Nuremberg	Germany
Manila	Philippines	Regensburg	Germany
Manila	Philippines	Stuttgart	Germany
Manila	Philippines	Ulm	Germany
Manila	Philippines	Woerth	Germany
Manila	Philippines	Budapest	Hungary
Manila	Philippines	Cork	Ireland
Manila	Philippines	Dublin	Ireland
Manila	Philippines	Genoa	Italy
Manila	Philippines	La Spezia	Italy
Manila	Philippines	Livorno	Italy
Manila	Philippines	Milano	Italy
Manila	Philippines	Naples	Italy
Manila	Philippines	Venice	Italy 
Manila	Philippines	Riga	Latvia
Manila	Philippines	Klaipeda	Lithuania
Manila	Philippines	Oslo	Norway
Manila	Philippines	Stavanger	Norway
Manila	Philippines	Gdynia	Poland
Manila	Philippines	Gorzow	Poland
Manila	Philippines	Lodz	Poland
Manila	Philippines	Malasheviche	Poland
Manila	Philippines	Poznan	Poland
Manila	Philippines	Tuszyn	Poland
Manila	Philippines	Warsaw	Poland
Manila	Philippines	Wroclaw	Poland
Manila	Philippines	Leicoes	Portugal
Manila	Philippines	Lisbon	Portugal
Manila	Philippines	Bukarest	Romania
Manila	Philippines	Moscow	Russia
Manila	Philippines	Edinburgh	Scotland
Manila	Philippines	Glasgow	Scotland
Manila	Philippines	Bratislava 	Slovakia
Manila	Philippines	Kosice	Slovakia
Manila	Philippines	Barcelona	Spain
Manila	Philippines	Bilbao	Spain
Manila	Philippines	Madrid	Spain
Manila	Philippines	Seville	Spain
Manila	Philippines	Valencia	Spain
Manila	Philippines	Gothenburg	Sweden
Manila	Philippines	Stockholm	Sweden
Manila	Philippines	Basel	Switzerland
Manila	Philippines	Frenkendorf	Switzerland
Manila	Philippines	Rotterdam	The Netherlands
Manila	Philippines	Istanbul	Turkey
Manila	Philippines	Odessa	Ukraine
Manila	Philippines	Kiev	Ukraine
Manila	Philippines	Leeds	United Kingdom
Manila	Philippines	Liverpool	United Kingdom
Manila	Philippines	London	United Kingdom
Manila	Philippines	Manchaster	United Kingdom
Singapore	Singapore	Salzburg	Austria
Singapore	Singapore	Vienna	Austria
Singapore	Singapore	Minsk	Belarus
Singapore	Singapore	Antwerp	Belgium
Singapore	Singapore	Ostrava	Czech Republic
Singapore	Singapore	Prague	Czech Republic
Singapore	Singapore	Aarhus	Denmark
Singapore	Singapore	Copenhagen	Denmark
Singapore	Singapore	Tallinn	Estonia
Singapore	Singapore	Helsinki	Finland
Singapore	Singapore	Kotka	Finland
Singapore	Singapore	Bordeaux	France
Singapore	Singapore	Le Havre	France
Singapore	Singapore	Lyon	France
Singapore	Singapore	Marseille	France
Singapore	Singapore	Nantes	France
Singapore	Singapore	Baunatal	Germany
Singapore	Singapore	Berlin	Germany
Singapore	Singapore	Bremen	Germany
Singapore	Singapore	Bremerhaven	Germany
Singapore	Singapore	Cologne	Germany
Singapore	Singapore	Duisburg	Germany
Singapore	Singapore	Frankfurt	Germany
Singapore	Singapore	Hamburg	Germany
Singapore	Singapore	Karlsruhe	Germany
Singapore	Singapore	Kornwestheim	Germany
Singapore	Singapore	Leipzig	Germany
Singapore	Singapore	Ludwigshafen	Germany
Singapore	Singapore	Mannheim	Germany
Singapore	Singapore	Munich	Germany
Singapore	Singapore	Neuss	Germany
Singapore	Singapore	Nuremberg	Germany
Singapore	Singapore	Regensburg	Germany
Singapore	Singapore	Stuttgart	Germany
Singapore	Singapore	Ulm	Germany
Singapore	Singapore	Woerth	Germany
Singapore	Singapore	Budapest	Hungary
Singapore	Singapore	Cork	Ireland
Singapore	Singapore	Dublin	Ireland
Singapore	Singapore	Genoa	Italy
Singapore	Singapore	La Spezia	Italy
Singapore	Singapore	Livorno	Italy
Singapore	Singapore	Milano	Italy
Singapore	Singapore	Naples	Italy
Singapore	Singapore	Venice	Italy 
Singapore	Singapore	Riga	Latvia
Singapore	Singapore	Klaipeda	Lithuania
Singapore	Singapore	Oslo	Norway
Singapore	Singapore	Stavanger	Norway
Singapore	Singapore	Gdynia	Poland
Singapore	Singapore	Gorzow	Poland
Singapore	Singapore	Lodz	Poland
Singapore	Singapore	Malasheviche	Poland
Singapore	Singapore	Poznan	Poland
Singapore	Singapore	Tuszyn	Poland
Singapore	Singapore	Warsaw	Poland
Singapore	Singapore	Wroclaw	Poland
Singapore	Singapore	Leicoes	Portugal
Singapore	Singapore	Lisbon	Portugal
Singapore	Singapore	Bukarest	Romania
Singapore	Singapore	Moscow	Russia
Singapore	Singapore	Edinburgh	Scotland
Singapore	Singapore	Glasgow	Scotland
Singapore	Singapore	Bratislava 	Slovakia
Singapore	Singapore	Kosice	Slovakia
Singapore	Singapore	Barcelona	Spain
Singapore	Singapore	Bilbao	Spain
Singapore	Singapore	Madrid	Spain
Singapore	Singapore	Seville	Spain
Singapore	Singapore	Valencia	Spain
Singapore	Singapore	Gothenburg	Sweden
Singapore	Singapore	Stockholm	Sweden
Singapore	Singapore	Basel	Switzerland
Singapore	Singapore	Frenkendorf	Switzerland
Singapore	Singapore	Rotterdam	The Netherlands
Singapore	Singapore	Istanbul	Turkey
Singapore	Singapore	Odessa	Ukraine
Singapore	Singapore	Kiev	Ukraine
Singapore	Singapore	Leeds	United Kingdom
Singapore	Singapore	Liverpool	United Kingdom
Singapore	Singapore	London	United Kingdom
Singapore	Singapore	Manchaster	United Kingdom
Incheon	South Korea	Salzburg	Austria
Incheon	South Korea	Vienna	Austria
Incheon	South Korea	Minsk	Belarus
Incheon	South Korea	Antwerp	Belgium
Incheon	South Korea	Ostrava	Czech Republic
Incheon	South Korea	Prague	Czech Republic
Incheon	South Korea	Aarhus	Denmark
Incheon	South Korea	Copenhagen	Denmark
Incheon	South Korea	Tallinn	Estonia
Incheon	South Korea	Helsinki	Finland
Incheon	South Korea	Kotka	Finland
Incheon	South Korea	Bordeaux	France
Incheon	South Korea	Le Havre	France
Incheon	South Korea	Lyon	France
Incheon	South Korea	Marseille	France
Incheon	South Korea	Nantes	France
Incheon	South Korea	Baunatal	Germany
Incheon	South Korea	Berlin	Germany
Incheon	South Korea	Bremen	Germany
Incheon	South Korea	Bremerhaven	Germany
Incheon	South Korea	Cologne	Germany
Incheon	South Korea	Duisburg	Germany
Incheon	South Korea	Frankfurt	Germany
Incheon	South Korea	Hamburg	Germany
Incheon	South Korea	Karlsruhe	Germany
Incheon	South Korea	Kornwestheim	Germany
Incheon	South Korea	Leipzig	Germany
Incheon	South Korea	Ludwigshafen	Germany
Incheon	South Korea	Mannheim	Germany
Incheon	South Korea	Munich	Germany
Incheon	South Korea	Neuss	Germany
Incheon	South Korea	Nuremberg	Germany
Incheon	South Korea	Regensburg	Germany
Incheon	South Korea	Stuttgart	Germany
Incheon	South Korea	Ulm	Germany
Incheon	South Korea	Woerth	Germany
Incheon	South Korea	Budapest	Hungary
Incheon	South Korea	Cork	Ireland
Incheon	South Korea	Dublin	Ireland
Incheon	South Korea	Genoa	Italy
Incheon	South Korea	La Spezia	Italy
Incheon	South Korea	Livorno	Italy
Incheon	South Korea	Milano	Italy
Incheon	South Korea	Naples	Italy
Incheon	South Korea	Venice	Italy 
Incheon	South Korea	Riga	Latvia
Incheon	South Korea	Klaipeda	Lithuania
Incheon	South Korea	Oslo	Norway
Incheon	South Korea	Stavanger	Norway
Incheon	South Korea	Gdynia	Poland
Incheon	South Korea	Gorzow	Poland
Incheon	South Korea	Lodz	Poland
Incheon	South Korea	Malasheviche	Poland
Incheon	South Korea	Poznan	Poland
Incheon	South Korea	Tuszyn	Poland
Incheon	South Korea	Warsaw	Poland
Incheon	South Korea	Wroclaw	Poland
Incheon	South Korea	Leicoes	Portugal
Incheon	South Korea	Lisbon	Portugal
Incheon	South Korea	Bukarest	Romania
Incheon	South Korea	Moscow	Russia
Incheon	South Korea	Edinburgh	Scotland
Incheon	South Korea	Glasgow	Scotland
Incheon	South Korea	Bratislava 	Slovakia
Incheon	South Korea	Kosice	Slovakia
Incheon	South Korea	Barcelona	Spain
Incheon	South Korea	Bilbao	Spain
Incheon	South Korea	Madrid	Spain
Incheon	South Korea	Seville	Spain
Incheon	South Korea	Valencia	Spain
Incheon	South Korea	Gothenburg	Sweden
Incheon	South Korea	Stockholm	Sweden
Incheon	South Korea	Basel	Switzerland
Incheon	South Korea	Frenkendorf	Switzerland
Incheon	South Korea	Rotterdam	The Netherlands
Incheon	South Korea	Istanbul	Turkey
Incheon	South Korea	Odessa	Ukraine
Incheon	South Korea	Kiev	Ukraine
Incheon	South Korea	Leeds	United Kingdom
Incheon	South Korea	Liverpool	United Kingdom
Incheon	South Korea	London	United Kingdom
Incheon	South Korea	Manchaster	United Kingdom
Pusan	South Korea	Salzburg	Austria
Pusan	South Korea	Vienna	Austria
Pusan	South Korea	Minsk	Belarus
Pusan	South Korea	Antwerp	Belgium
Pusan	South Korea	Ostrava	Czech Republic
Pusan	South Korea	Prague	Czech Republic
Pusan	South Korea	Aarhus	Denmark
Pusan	South Korea	Copenhagen	Denmark
Pusan	South Korea	Tallinn	Estonia
Pusan	South Korea	Helsinki	Finland
Pusan	South Korea	Kotka	Finland
Pusan	South Korea	Bordeaux	France
Pusan	South Korea	Le Havre	France
Pusan	South Korea	Lyon	France
Pusan	South Korea	Marseille	France
Pusan	South Korea	Nantes	France
Pusan	South Korea	Baunatal	Germany
Pusan	South Korea	Berlin	Germany
Pusan	South Korea	Bremen	Germany
Pusan	South Korea	Bremerhaven	Germany
Pusan	South Korea	Cologne	Germany
Pusan	South Korea	Duisburg	Germany
Pusan	South Korea	Frankfurt	Germany
Pusan	South Korea	Hamburg	Germany
Pusan	South Korea	Karlsruhe	Germany
Pusan	South Korea	Kornwestheim	Germany
Pusan	South Korea	Leipzig	Germany
Pusan	South Korea	Ludwigshafen	Germany
Pusan	South Korea	Mannheim	Germany
Pusan	South Korea	Munich	Germany
Pusan	South Korea	Neuss	Germany
Pusan	South Korea	Nuremberg	Germany
Pusan	South Korea	Regensburg	Germany
Pusan	South Korea	Stuttgart	Germany
Pusan	South Korea	Ulm	Germany
Pusan	South Korea	Woerth	Germany
Pusan	South Korea	Budapest	Hungary
Pusan	South Korea	Cork	Ireland
Pusan	South Korea	Dublin	Ireland
Pusan	South Korea	Genoa	Italy
Pusan	South Korea	La Spezia	Italy
Pusan	South Korea	Livorno	Italy
Pusan	South Korea	Milano	Italy
Pusan	South Korea	Naples	Italy
Pusan	South Korea	Venice	Italy 
Pusan	South Korea	Riga	Latvia
Pusan	South Korea	Klaipeda	Lithuania
Pusan	South Korea	Oslo	Norway
Pusan	South Korea	Stavanger	Norway
Pusan	South Korea	Gdynia	Poland
Pusan	South Korea	Gorzow	Poland
Pusan	South Korea	Lodz	Poland
Pusan	South Korea	Malasheviche	Poland
Pusan	South Korea	Poznan	Poland
Pusan	South Korea	Tuszyn	Poland
Pusan	South Korea	Warsaw	Poland
Pusan	South Korea	Wroclaw	Poland
Pusan	South Korea	Leicoes	Portugal
Pusan	South Korea	Lisbon	Portugal
Pusan	South Korea	Bukarest	Romania
Pusan	South Korea	Moscow	Russia
Pusan	South Korea	Edinburgh	Scotland
Pusan	South Korea	Glasgow	Scotland
Pusan	South Korea	Bratislava 	Slovakia
Pusan	South Korea	Kosice	Slovakia
Pusan	South Korea	Barcelona	Spain
Pusan	South Korea	Bilbao	Spain
Pusan	South Korea	Madrid	Spain
Pusan	South Korea	Seville	Spain
Pusan	South Korea	Valencia	Spain
Pusan	South Korea	Gothenburg	Sweden
Pusan	South Korea	Stockholm	Sweden
Pusan	South Korea	Basel	Switzerland
Pusan	South Korea	Frenkendorf	Switzerland
Pusan	South Korea	Rotterdam	The Netherlands
Pusan	South Korea	Istanbul	Turkey
Pusan	South Korea	Odessa	Ukraine
Pusan	South Korea	Kiev	Ukraine
Pusan	South Korea	Leeds	United Kingdom
Pusan	South Korea	Liverpool	United Kingdom
Pusan	South Korea	London	United Kingdom
Pusan	South Korea	Manchaster	United Kingdom
Seoul	South Korea	Salzburg	Austria
Seoul	South Korea	Vienna	Austria
Seoul	South Korea	Minsk	Belarus
Seoul	South Korea	Antwerp	Belgium
Seoul	South Korea	Ostrava	Czech Republic
Seoul	South Korea	Prague	Czech Republic
Seoul	South Korea	Aarhus	Denmark
Seoul	South Korea	Copenhagen	Denmark
Seoul	South Korea	Tallinn	Estonia
Seoul	South Korea	Helsinki	Finland
Seoul	South Korea	Kotka	Finland
Seoul	South Korea	Bordeaux	France
Seoul	South Korea	Le Havre	France
Seoul	South Korea	Lyon	France
Seoul	South Korea	Marseille	France
Seoul	South Korea	Nantes	France
Seoul	South Korea	Baunatal	Germany
Seoul	South Korea	Berlin	Germany
Seoul	South Korea	Bremen	Germany
Seoul	South Korea	Bremerhaven	Germany
Seoul	South Korea	Cologne	Germany
Seoul	South Korea	Duisburg	Germany
Seoul	South Korea	Frankfurt	Germany
Seoul	South Korea	Hamburg	Germany
Seoul	South Korea	Karlsruhe	Germany
Seoul	South Korea	Kornwestheim	Germany
Seoul	South Korea	Leipzig	Germany
Seoul	South Korea	Ludwigshafen	Germany
Seoul	South Korea	Mannheim	Germany
Seoul	South Korea	Munich	Germany
Seoul	South Korea	Neuss	Germany
Seoul	South Korea	Nuremberg	Germany
Seoul	South Korea	Regensburg	Germany
Seoul	South Korea	Stuttgart	Germany
Seoul	South Korea	Ulm	Germany
Seoul	South Korea	Woerth	Germany
Seoul	South Korea	Budapest	Hungary
Seoul	South Korea	Cork	Ireland
Seoul	South Korea	Dublin	Ireland
Seoul	South Korea	Genoa	Italy
Seoul	South Korea	La Spezia	Italy
Seoul	South Korea	Livorno	Italy
Seoul	South Korea	Milano	Italy
Seoul	South Korea	Naples	Italy
Seoul	South Korea	Venice	Italy 
Seoul	South Korea	Riga	Latvia
Seoul	South Korea	Klaipeda	Lithuania
Seoul	South Korea	Oslo	Norway
Seoul	South Korea	Stavanger	Norway
Seoul	South Korea	Gdynia	Poland
Seoul	South Korea	Gorzow	Poland
Seoul	South Korea	Lodz	Poland
Seoul	South Korea	Malasheviche	Poland
Seoul	South Korea	Poznan	Poland
Seoul	South Korea	Tuszyn	Poland
Seoul	South Korea	Warsaw	Poland
Seoul	South Korea	Wroclaw	Poland
Seoul	South Korea	Leicoes	Portugal
Seoul	South Korea	Lisbon	Portugal
Seoul	South Korea	Bukarest	Romania
Seoul	South Korea	Moscow	Russia
Seoul	South Korea	Edinburgh	Scotland
Seoul	South Korea	Glasgow	Scotland
Seoul	South Korea	Bratislava 	Slovakia
Seoul	South Korea	Kosice	Slovakia
Seoul	South Korea	Barcelona	Spain
Seoul	South Korea	Bilbao	Spain
Seoul	South Korea	Madrid	Spain
Seoul	South Korea	Seville	Spain
Seoul	South Korea	Valencia	Spain
Seoul	South Korea	Gothenburg	Sweden
Seoul	South Korea	Stockholm	Sweden
Seoul	South Korea	Basel	Switzerland
Seoul	South Korea	Frenkendorf	Switzerland
Seoul	South Korea	Rotterdam	The Netherlands
Seoul	South Korea	Istanbul	Turkey
Seoul	South Korea	Odessa	Ukraine
Seoul	South Korea	Kiev	Ukraine
Seoul	South Korea	Leeds	United Kingdom
Seoul	South Korea	Liverpool	United Kingdom
Seoul	South Korea	London	United Kingdom
Seoul	South Korea	Manchaster	United Kingdom
Yokohama	Japan	Salzburg	Austria
Yokohama	Japan	Vienna	Austria
Yokohama	Japan	Minsk	Belarus
Yokohama	Japan	Antwerp	Belgium
Yokohama	Japan	Ostrava	Czech Republic
Yokohama	Japan	Prague	Czech Republic
Yokohama	Japan	Aarhus	Denmark
Yokohama	Japan	Copenhagen	Denmark
Yokohama	Japan	Tallinn	Estonia
Yokohama	Japan	Helsinki	Finland
Yokohama	Japan	Kotka	Finland
Yokohama	Japan	Bordeaux	France
Yokohama	Japan	Le Havre	France
Yokohama	Japan	Lyon	France
Yokohama	Japan	Marseille	France
Yokohama	Japan	Nantes	France
Yokohama	Japan	Baunatal	Germany
Yokohama	Japan	Berlin	Germany
Yokohama	Japan	Bremen	Germany
Yokohama	Japan	Bremerhaven	Germany
Yokohama	Japan	Cologne	Germany
Yokohama	Japan	Duisburg	Germany
Yokohama	Japan	Frankfurt	Germany
Yokohama	Japan	Hamburg	Germany
Yokohama	Japan	Karlsruhe	Germany
Yokohama	Japan	Kornwestheim	Germany
Yokohama	Japan	Leipzig	Germany
Yokohama	Japan	Ludwigshafen	Germany
Yokohama	Japan	Mannheim	Germany
Yokohama	Japan	Munich	Germany
Yokohama	Japan	Neuss	Germany
Yokohama	Japan	Nuremberg	Germany
Yokohama	Japan	Regensburg	Germany
Yokohama	Japan	Stuttgart	Germany
Yokohama	Japan	Ulm	Germany
Yokohama	Japan	Woerth	Germany
Yokohama	Japan	Budapest	Hungary
Yokohama	Japan	Cork	Ireland
Yokohama	Japan	Dublin	Ireland
Yokohama	Japan	Genoa	Italy
Yokohama	Japan	La Spezia	Italy
Yokohama	Japan	Livorno	Italy
Yokohama	Japan	Milano	Italy
Yokohama	Japan	Naples	Italy
Yokohama	Japan	Venice	Italy 
Yokohama	Japan	Riga	Latvia
Yokohama	Japan	Klaipeda	Lithuania
Yokohama	Japan	Oslo	Norway
Yokohama	Japan	Stavanger	Norway
Yokohama	Japan	Gdynia	Poland
Yokohama	Japan	Gorzow	Poland
Yokohama	Japan	Lodz	Poland
Yokohama	Japan	Malasheviche	Poland
Yokohama	Japan	Poznan	Poland
Yokohama	Japan	Tuszyn	Poland
Yokohama	Japan	Warsaw	Poland
Yokohama	Japan	Wroclaw	Poland
Yokohama	Japan	Leicoes	Portugal
Yokohama	Japan	Lisbon	Portugal
Yokohama	Japan	Bukarest	Romania
Yokohama	Japan	Moscow	Russia
Yokohama	Japan	Edinburgh	Scotland
Yokohama	Japan	Glasgow	Scotland
Yokohama	Japan	Bratislava 	Slovakia
Yokohama	Japan	Kosice	Slovakia
Yokohama	Japan	Barcelona	Spain
Yokohama	Japan	Bilbao	Spain
Yokohama	Japan	Madrid	Spain
Yokohama	Japan	Seville	Spain
Yokohama	Japan	Valencia	Spain
Yokohama	Japan	Gothenburg	Sweden
Yokohama	Japan	Stockholm	Sweden
Yokohama	Japan	Basel	Switzerland
Yokohama	Japan	Frenkendorf	Switzerland
Yokohama	Japan	Rotterdam	The Netherlands
Yokohama	Japan	Istanbul	Turkey
Yokohama	Japan	Odessa	Ukraine
Yokohama	Japan	Kiev	Ukraine
Yokohama	Japan	Leeds	United Kingdom
Yokohama	Japan	Liverpool	United Kingdom
Yokohama	Japan	London	United Kingdom
Yokohama	Japan	Manchaster	United Kingdom
Nagoya	Japan	Salzburg	Austria
Nagoya	Japan	Vienna	Austria
Nagoya	Japan	Minsk	Belarus
Nagoya	Japan	Antwerp	Belgium
Nagoya	Japan	Ostrava	Czech Republic
Nagoya	Japan	Prague	Czech Republic
Nagoya	Japan	Aarhus	Denmark
Nagoya	Japan	Copenhagen	Denmark
Nagoya	Japan	Tallinn	Estonia
Nagoya	Japan	Helsinki	Finland
Nagoya	Japan	Kotka	Finland
Nagoya	Japan	Bordeaux	France
Nagoya	Japan	Le Havre	France
Nagoya	Japan	Lyon	France
Nagoya	Japan	Marseille	France
Nagoya	Japan	Nantes	France
Nagoya	Japan	Baunatal	Germany
Nagoya	Japan	Berlin	Germany
Nagoya	Japan	Bremen	Germany
Nagoya	Japan	Bremerhaven	Germany
Nagoya	Japan	Cologne	Germany
Nagoya	Japan	Duisburg	Germany
Nagoya	Japan	Frankfurt	Germany
Nagoya	Japan	Hamburg	Germany
Nagoya	Japan	Karlsruhe	Germany
Nagoya	Japan	Kornwestheim	Germany
Nagoya	Japan	Leipzig	Germany
Nagoya	Japan	Ludwigshafen	Germany
Nagoya	Japan	Mannheim	Germany
Nagoya	Japan	Munich	Germany
Nagoya	Japan	Neuss	Germany
Nagoya	Japan	Nuremberg	Germany
Nagoya	Japan	Regensburg	Germany
Nagoya	Japan	Stuttgart	Germany
Nagoya	Japan	Ulm	Germany
Nagoya	Japan	Woerth	Germany
Nagoya	Japan	Budapest	Hungary
Nagoya	Japan	Cork	Ireland
Nagoya	Japan	Dublin	Ireland
Nagoya	Japan	Genoa	Italy
Nagoya	Japan	La Spezia	Italy
Nagoya	Japan	Livorno	Italy
Nagoya	Japan	Milano	Italy
Nagoya	Japan	Naples	Italy
Nagoya	Japan	Venice	Italy 
Nagoya	Japan	Riga	Latvia
Nagoya	Japan	Klaipeda	Lithuania
Nagoya	Japan	Oslo	Norway
Nagoya	Japan	Stavanger	Norway
Nagoya	Japan	Gdynia	Poland
Nagoya	Japan	Gorzow	Poland
Nagoya	Japan	Lodz	Poland
Nagoya	Japan	Malasheviche	Poland
Nagoya	Japan	Poznan	Poland
Nagoya	Japan	Tuszyn	Poland
Nagoya	Japan	Warsaw	Poland
Nagoya	Japan	Wroclaw	Poland
Nagoya	Japan	Leicoes	Portugal
Nagoya	Japan	Lisbon	Portugal
Nagoya	Japan	Bukarest	Romania
Nagoya	Japan	Moscow	Russia
Nagoya	Japan	Edinburgh	Scotland
Nagoya	Japan	Glasgow	Scotland
Nagoya	Japan	Bratislava 	Slovakia
Nagoya	Japan	Kosice	Slovakia
Nagoya	Japan	Barcelona	Spain
Nagoya	Japan	Bilbao	Spain
Nagoya	Japan	Madrid	Spain
Nagoya	Japan	Seville	Spain
Nagoya	Japan	Valencia	Spain
Nagoya	Japan	Gothenburg	Sweden
Nagoya	Japan	Stockholm	Sweden
Nagoya	Japan	Basel	Switzerland
Nagoya	Japan	Frenkendorf	Switzerland
Nagoya	Japan	Rotterdam	The Netherlands
Nagoya	Japan	Istanbul	Turkey
Nagoya	Japan	Odessa	Ukraine
Nagoya	Japan	Kiev	Ukraine
Nagoya	Japan	Leeds	United Kingdom
Nagoya	Japan	Liverpool	United Kingdom
Nagoya	Japan	London	United Kingdom
Nagoya	Japan	Manchaster	United Kingdom
Osaka	Japan	Salzburg	Austria
Osaka	Japan	Vienna	Austria
Osaka	Japan	Minsk	Belarus
Osaka	Japan	Antwerp	Belgium
Osaka	Japan	Ostrava	Czech Republic
Osaka	Japan	Prague	Czech Republic
Osaka	Japan	Aarhus	Denmark
Osaka	Japan	Copenhagen	Denmark
Osaka	Japan	Tallinn	Estonia
Osaka	Japan	Helsinki	Finland
Osaka	Japan	Kotka	Finland
Osaka	Japan	Bordeaux	France
Osaka	Japan	Le Havre	France
Osaka	Japan	Lyon	France
Osaka	Japan	Marseille	France
Osaka	Japan	Nantes	France
Osaka	Japan	Baunatal	Germany
Osaka	Japan	Berlin	Germany
Osaka	Japan	Bremen	Germany
Osaka	Japan	Bremerhaven	Germany
Osaka	Japan	Cologne	Germany
Osaka	Japan	Duisburg	Germany
Osaka	Japan	Frankfurt	Germany
Osaka	Japan	Hamburg	Germany
Osaka	Japan	Karlsruhe	Germany
Osaka	Japan	Kornwestheim	Germany
Osaka	Japan	Leipzig	Germany
Osaka	Japan	Ludwigshafen	Germany
Osaka	Japan	Mannheim	Germany
Osaka	Japan	Munich	Germany
Osaka	Japan	Neuss	Germany
Osaka	Japan	Nuremberg	Germany
Osaka	Japan	Regensburg	Germany
Osaka	Japan	Stuttgart	Germany
Osaka	Japan	Ulm	Germany
Osaka	Japan	Woerth	Germany
Osaka	Japan	Budapest	Hungary
Osaka	Japan	Cork	Ireland
Osaka	Japan	Dublin	Ireland
Osaka	Japan	Genoa	Italy
Osaka	Japan	La Spezia	Italy
Osaka	Japan	Livorno	Italy
Osaka	Japan	Milano	Italy
Osaka	Japan	Naples	Italy
Osaka	Japan	Venice	Italy 
Osaka	Japan	Riga	Latvia
Osaka	Japan	Klaipeda	Lithuania
Osaka	Japan	Oslo	Norway
Osaka	Japan	Stavanger	Norway
Osaka	Japan	Gdynia	Poland
Osaka	Japan	Gorzow	Poland
Osaka	Japan	Lodz	Poland
Osaka	Japan	Malasheviche	Poland
Osaka	Japan	Poznan	Poland
Osaka	Japan	Tuszyn	Poland
Osaka	Japan	Warsaw	Poland
Osaka	Japan	Wroclaw	Poland
Osaka	Japan	Leicoes	Portugal
Osaka	Japan	Lisbon	Portugal
Osaka	Japan	Bukarest	Romania
Osaka	Japan	Moscow	Russia
Osaka	Japan	Edinburgh	Scotland
Osaka	Japan	Glasgow	Scotland
Osaka	Japan	Bratislava 	Slovakia
Osaka	Japan	Kosice	Slovakia
Osaka	Japan	Barcelona	Spain
Osaka	Japan	Bilbao	Spain
Osaka	Japan	Madrid	Spain
Osaka	Japan	Seville	Spain
Osaka	Japan	Valencia	Spain
Osaka	Japan	Gothenburg	Sweden
Osaka	Japan	Stockholm	Sweden
Osaka	Japan	Basel	Switzerland
Osaka	Japan	Frenkendorf	Switzerland
Osaka	Japan	Rotterdam	The Netherlands
Osaka	Japan	Istanbul	Turkey
Osaka	Japan	Odessa	Ukraine
Osaka	Japan	Kiev	Ukraine
Osaka	Japan	Leeds	United Kingdom
Osaka	Japan	Liverpool	United Kingdom
Osaka	Japan	London	United Kingdom
Osaka	Japan	Manchaster	United Kingdom
Kobe	Japan	Salzburg	Austria
Kobe	Japan	Vienna	Austria
Kobe	Japan	Minsk	Belarus
Kobe	Japan	Antwerp	Belgium
Kobe	Japan	Ostrava	Czech Republic
Kobe	Japan	Prague	Czech Republic
Kobe	Japan	Aarhus	Denmark
Kobe	Japan	Copenhagen	Denmark
Kobe	Japan	Tallinn	Estonia
Kobe	Japan	Helsinki	Finland
Kobe	Japan	Kotka	Finland
Kobe	Japan	Bordeaux	France
Kobe	Japan	Le Havre	France
Kobe	Japan	Lyon	France
Kobe	Japan	Marseille	France
Kobe	Japan	Nantes	France
Kobe	Japan	Baunatal	Germany
Kobe	Japan	Berlin	Germany
Kobe	Japan	Bremen	Germany
Kobe	Japan	Bremerhaven	Germany
Kobe	Japan	Cologne	Germany
Kobe	Japan	Duisburg	Germany
Kobe	Japan	Frankfurt	Germany
Kobe	Japan	Hamburg	Germany
Kobe	Japan	Karlsruhe	Germany
Kobe	Japan	Kornwestheim	Germany
Kobe	Japan	Leipzig	Germany
Kobe	Japan	Ludwigshafen	Germany
Kobe	Japan	Mannheim	Germany
Kobe	Japan	Munich	Germany
Kobe	Japan	Neuss	Germany
Kobe	Japan	Nuremberg	Germany
Kobe	Japan	Regensburg	Germany
Kobe	Japan	Stuttgart	Germany
Kobe	Japan	Ulm	Germany
Kobe	Japan	Woerth	Germany
Kobe	Japan	Budapest	Hungary
Kobe	Japan	Cork	Ireland
Kobe	Japan	Dublin	Ireland
Kobe	Japan	Genoa	Italy
Kobe	Japan	La Spezia	Italy
Kobe	Japan	Livorno	Italy
Kobe	Japan	Milano	Italy
Kobe	Japan	Naples	Italy
Kobe	Japan	Venice	Italy 
Kobe	Japan	Riga	Latvia
Kobe	Japan	Klaipeda	Lithuania
Kobe	Japan	Oslo	Norway
Kobe	Japan	Stavanger	Norway
Kobe	Japan	Gdynia	Poland
Kobe	Japan	Gorzow	Poland
Kobe	Japan	Lodz	Poland
Kobe	Japan	Malasheviche	Poland
Kobe	Japan	Poznan	Poland
Kobe	Japan	Tuszyn	Poland
Kobe	Japan	Warsaw	Poland
Kobe	Japan	Wroclaw	Poland
Kobe	Japan	Leicoes	Portugal
Kobe	Japan	Lisbon	Portugal
Kobe	Japan	Bukarest	Romania
Kobe	Japan	Moscow	Russia
Kobe	Japan	Edinburgh	Scotland
